"";"cab3";"q4";"q120_11";"q120_12";"q120_13";"q120_14";"q120_15";"q120_16";"q120_17";"q120_18";"q120_19";"q120_21";"q120_22";"q120_23";"q120_24";"q120_25";"q120_26";"q120_27";"q120_28";"q120_29";"q120_31";"q120_32";"q120_33";"q120_34";"q120_35";"q120_36";"q120_37";"q120_38";"q120_39";"q120_41";"q120_42";"q120_43";"q120_44";"q120_45";"q120_46";"q120_47";"q120_48";"q120_49";"q120_51";"q120_52";"q120_53";"q120_54";"q120_55";"q120_56";"q120_57";"q120_58";"q120_59";"q120_61";"q120_62";"q120_63";"q120_64";"q120_65";"q120_66";"q120_67";"q120_68";"q120_69";"chance_nova_ocorrencia";"q119_1";"q119_2";"q119_3";"q119_4";"sexo";"renda";"renda_casa";"area_risco";"maior_intrucao";"n_enchentes";"maior_instrucao";"viz"
"455";205;"Lourdes";4;1;5;5;1;1;5;5;1;3;1;3;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;2;1;1;1;1;1;4;5;5;5;2;6;6;0;4;0;"media";36
"456";733;"Lourdes";3;3;3;4;3;4;4;4;4;5;4;5;1;3;3;3;5;5;4;3;4;2;3;3;3;2;3;5;3;4;1;4;4;3;5;5;3;4;3;4;4;3;3;5;4;4;4;4;4;4;3;4;5;3;1;1;1;1;1;2;5;5;0;2;0;"baixa";36
"457";734;"Lourdes";2;2;2;3;2;3;2;3;1;2;2;2;2;3;2;2;3;2;2;2;3;2;3;2;3;2;2;4;3;4;3;3;2;4;4;4;3;4;3;2;3;4;3;3;3;4;4;5;3;4;4;5;4;3;1;5;5;5;3;2;1;1;0;4;0;"media";36
"458";735;"Lourdes";2;2;3;4;3;3;3;2;2;4;4;4;2;3;3;3;4;4;3;2;4;2;4;4;4;4;3;4;4;4;1;4;3;4;4;4;3;4;3;4;4;3;3;5;4;3;4;3;4;4;3;3;4;4;1;2;2;4;4;1;1;1;0;4;0;"media";36
"459";736;"Lourdes";2;1;3;2;3;3;2;2;1;2;3;2;3;2;3;2;3;1;2;2;1;2;2;2;3;2;1;3;3;4;3;2;3;2;3;4;3;3;4;3;2;3;4;3;3;5;4;3;3;4;3;3;4;4;1;5;5;5;5;1;1;1;0;3;0;"media";36
"460";738;"Lourdes";2;1;2;3;2;2;3;2;1;2;2;2;2;2;2;3;2;2;2;1;2;3;3;3;2;3;2;3;3;4;3;3;3;2;3;3;3;2;4;3;4;3;3;2;2;4;5;4;3;4;3;3;4;2;2;5;5;5;4;1;6;6;0;5;0;"alta";36
"461";739;"Lourdes";2;2;4;5;3;3;3;3;2;4;4;4;1;3;5;1;5;5;3;2;3;1;3;3;4;5;1;5;5;4;1;4;1;1;5;5;5;5;4;5;3;5;3;5;5;5;5;5;5;2;2;2;2;2;1;5;5;2;4;2;4;4;0;4;10;"media";36
"462";740;"Lourdes";1;2;1;2;2;3;3;2;2;3;2;1;3;2;2;3;2;2;3;3;2;2;3;3;2;3;3;3;3;3;2;3;2;3;3;4;4;3;2;4;3;2;3;3;2;5;4;3;3;4;4;3;3;2;1;5;5;4;4;2;7;7;0;5;0;"alta";36
"463";741;"Lourdes";3;3;3;5;4;3;3;3;2;4;4;4;2;4;3;3;4;4;3;3;4;2;3;3;3;5;4;5;4;5;2;4;4;3;4;4;4;4;3;5;3;4;4;5;3;4;4;4;5;3;3;3;3;4;1;2;2;2;2;1;1;1;0;4;0;"media";36
"464";742;"Lourdes";3;2;3;2;2;3;2;2;2;2;3;3;2;3;2;3;3;2;1;2;1;3;2;3;3;2;1;3;3;4;3;2;3;4;3;3;4;3;3;4;3;3;2;4;3;5;4;3;3;4;5;4;5;2;1;5;5;4;4;2;8;8;0;4;0;"media";36
"465";743;"Lourdes";1;2;2;2;2;2;3;3;2;2;3;3;3;2;3;3;2;3;3;2;2;2;3;2;2;3;2;4;3;3;2;3;4;3;3;5;4;4;4;5;4;3;3;4;3;5;3;4;3;4;5;5;4;3;1;4;4;4;4;2;7;7;0;5;0;"alta";36
"466";744;"Lourdes";2;2;2;5;3;2;3;3;1;4;4;4;2;3;4;3;5;5;3;3;3;1;3;4;3;4;4;4;4;4;2;4;4;4;4;4;2;2;5;2;3;3;3;2;3;2;2;5;2;3;3;3;2;3;1;1;2;2;2;2;5;5;0;2;5;"baixa";36
"467";786;"Lourdes";3;3;3;5;3;3;3;3;2;5;4;5;2;3;4;3;4;5;4;5;4;2;3;3;3;3;4;5;5;5;2;3;2;3;4;5;4;4;3;5;3;2;2;3;3;5;5;5;5;3;2;3;2;4;2;2;2;2;2;2;1;1;0;5;0;"alta";36
"468";787;"Lourdes";2;2;2;2;3;2;3;2;1;2;1;1;2;3;2;2;3;2;2;2;1;3;3;2;3;2;3;3;4;3;2;3;4;3;3;4;4;4;3;2;3;3;2;4;3;5;4;3;2;3;2;3;4;2;1;4;4;4;4;2;1;1;0;5;0;"alta";36
"469";814;"Lourdes";2;2;3;5;3;3;3;3;2;4;4;4;2;3;3;4;5;5;4;2;4;2;3;3;3;3;2;4;4;5;2;3;3;3;5;5;3;4;3;4;4;3;4;5;4;3;5;5;4;3;4;5;5;4;1;1;1;1;1;2;1;1;0;4;0;"media";36
"470";815;"Lourdes";3;3;4;5;4;4;4;4;4;5;4;5;2;4;4;4;5;5;3;3;4;1;3;3;4;4;3;5;4;5;2;4;4;4;4;5;5;4;3;5;4;4;4;5;5;4;5;5;5;1;1;3;2;3;1;1;1;1;1;2;4;4;0;2;0;"baixa";36
"471";824;"Lourdes";2;1;4;3;4;2;2;3;2;2;2;3;2;3;2;2;2;2;2;2;3;2;3;3;1;3;2;3;3;4;2;3;3;2;3;3;3;3;3;4;4;4;3;4;2;3;4;3;5;5;3;3;4;2;1;4;4;4;4;1;5;5;0;2;0;"baixa";36
"472";825;"Lourdes";3;3;2;3;3;3;3;2;3;2;2;3;2;2;3;3;3;1;1;3;3;1;3;4;3;3;4;2;4;3;4;4;4;3;3;2;4;3;4;4;4;3;2;3;2;4;5;4;4;3;4;5;2;3;1;4;4;4;5;1;7;7;0;5;0;"alta";36
"473";826;"Lourdes";2;2;2;3;3;2;3;3;1;2;3;2;3;2;4;3;2;2;1;2;3;1;2;3;3;3;3;5;5;5;4;3;3;3;5;4;4;4;2;5;4;5;4;3;2;5;5;4;3;4;5;4;3;2;1;4;4;5;5;2;5;5;0;4;0;"media";36
"474";827;"Lourdes";3;3;4;5;3;4;4;3;4;5;4;4;2;4;4;4;4;4;3;2;3;2;3;3;3;4;3;4;4;5;1;3;3;3;5;4;4;5;3;5;4;3;3;4;4;4;4;5;5;4;4;4;4;5;2;2;1;2;2;2;4;4;0;4;0;"media";36
"475";883;"Lourdes";2;2;3;5;3;3;3;2;2;5;4;5;2;3;3;1;5;5;2;3;3;2;3;3;3;2;2;5;5;5;2;3;3;1;5;5;3;4;3;5;3;3;1;3;3;4;4;4;5;3;3;1;2;3;1;2;2;2;2;1;6;6;0;4;0;"media";36
"476";884;"Lourdes";2;2;2;1;2;3;3;2;2;2;3;2;3;2;2;3;3;1;1;2;2;2;3;3;2;3;2;3;2;3;2;2;3;2;2;3;3;4;3;2;3;2;2;3;3;4;4;3;5;3;3;4;4;3;1;4;4;4;4;2;4;4;0;4;0;"media";36
"477";887;"Lourdes";1;2;1;2;3;2;3;2;1;2;2;1;2;2;2;2;4;1;1;2;1;2;3;2;3;3;2;2;2;1;2;3;3;2;2;2;3;3;2;3;3;4;3;4;2;4;3;3;4;3;4;4;2;3;1;4;4;5;5;1;4;4;0;4;0;"media";36
"478";888;"Lourdes";2;2;2;3;3;2;2;2;1;2;2;2;2;3;3;3;3;2;1;1;2;2;2;2;1;2;1;3;3;2;3;2;2;3;2;2;3;3;3;4;4;5;2;5;2;5;5;3;5;3;3;3;2;3;1;4;4;4;4;2;5;5;0;5;0;"alta";36
"479";889;"Lourdes";4;4;4;4;3;3;3;3;3;5;4;5;3;3;4;3;4;5;4;5;4;3;3;3;3;3;3;5;5;5;2;5;2;3;4;5;4;4;3;5;4;2;2;4;4;5;5;5;4;3;2;3;3;4;1;2;2;2;2;1;1;1;0;4;0;"media";36
"480";890;"Lourdes";1;2;3;3;3;2;2;3;2;2;2;3;3;3;2;2;3;2;1;2;3;2;2;3;1;3;2;3;2;3;3;2;3;3;3;3;3;3;4;3;2;3;3;3;2;3;3;4;4;3;4;4;4;2;1;5;5;5;5;1;8;8;1;5;0;"alta";36
"481";891;"Lourdes";3;3;3;4;3;4;4;3;3;5;4;5;3;4;4;3;5;5;3;3;3;3;4;4;4;3;3;5;5;5;3;3;3;3;5;5;3;4;3;5;4;3;3;3;4;5;5;4;5;4;4;3;4;5;2;2;2;2;2;2;7;7;0;5;0;"alta";36
"482";892;"Lourdes";2;2;4;5;3;3;5;5;3;4;4;5;3;4;3;5;5;5;4;4;5;3;3;3;5;4;3;5;4;5;3;4;4;4;5;5;3;4;3;5;4;4;5;5;3;4;5;5;5;3;3;4;2;4;2;4;4;4;4;2;4;4;0;5;0;"alta";36
"483";893;"Lourdes";2;2;4;5;4;4;4;3;3;5;5;5;3;4;4;2;5;5;2;3;3;3;3;3;3;3;3;5;4;5;3;3;3;1;5;5;3;4;3;5;3;3;1;3;3;4;5;4;5;3;3;1;2;3;2;2;2;2;2;1;5;5;0;5;0;"alta";36
"484";894;"Lourdes";3;3;4;4;4;4;5;5;4;4;4;5;4;4;4;5;5;5;4;4;4;3;3;3;5;4;3;5;4;5;4;4;4;5;5;2;3;4;3;3;3;4;4;5;4;4;5;4;5;4;4;5;3;4;2;4;4;4;4;2;5;5;0;1;2;"baixa";36
"485";895;"Lourdes";2;2;3;2;2;3;3;2;1;2;3;3;1;2;3;2;3;3;1;2;2;2;2;2;2;3;2;3;3;3;3;3;3;2;4;1;3;3;4;4;4;2;3;3;2;3;3;4;5;4;3;4;5;3;4;5;5;5;5;2;1;1;0;4;0;"media";36
"486";896;"Lourdes";2;3;2;1;3;2;3;3;3;1;2;3;2;2;3;4;2;3;1;4;2;2;2;2;2;3;2;3;3;4;2;4;3;2;3;4;2;4;3;4;3;2;4;2;3;3;4;4;4;5;3;5;2;3;4;4;4;4;4;2;5;5;0;4;0;"media";36
"487";897;"Lourdes";2;1;2;3;3;2;2;3;2;2;3;2;2;3;5;2;2;2;2;2;2;1;3;3;2;2;2;4;5;5;2;3;5;3;3;3;4;4;2;5;5;5;4;3;2;4;5;3;5;3;3;5;3;2;5;5;5;5;5;2;5;5;0;4;0;"media";36
"488";898;"Lourdes";3;3;4;5;3;3;4;4;4;4;5;4;3;4;3;4;4;4;4;4;3;3;4;4;4;5;3;5;4;3;3;4;4;4;5;5;3;4;5;5;4;4;4;5;4;4;5;5;5;3;3;4;4;4;1;1;1;1;1;2;6;6;0;5;0;"alta";36
"489";899;"Lourdes";2;2;5;5;4;4;5;5;4;5;5;5;3;4;4;5;5;5;3;3;4;3;4;5;5;4;4;4;5;4;3;4;4;4;5;5;4;4;4;5;3;4;5;5;5;4;5;4;5;4;4;4;4;4;1;1;1;1;1;2;1;1;0;4;0;"media";36
"490";900;"Lourdes";2;3;2;2;2;3;2;3;2;2;3;2;3;2;3;2;2;2;2;3;2;2;3;3;4;2;1;2;3;2;3;3;4;3;2;3;2;4;3;3;4;3;5;3;2;3;4;3;4;5;5;4;5;2;1;4;4;5;5;1;5;5;0;4;0;"media";36
"491";984;"Lourdes";2;2;4;5;4;4;4;4;3;5;4;4;2;4;3;3;4;5;3;2;3;1;4;4;4;3;3;5;4;4;2;4;4;3;4;5;4;4;3;4;3;4;3;5;4;4;5;5;4;4;3;4;5;4;1;2;2;2;2;2;1;1;0;5;2;"alta";36
"492";1040;"Lourdes";2;2;4;5;3;3;3;3;2;5;4;5;1;3;3;3;5;5;3;2;4;1;3;3;3;3;2;5;4;5;1;3;3;3;5;4;3;4;3;5;4;3;3;5;4;3;5;5;5;3;4;4;5;4;1;1;2;2;2;2;1;1;0;4;0;"media";36
"493";1044;"Lourdes";2;1;2;3;2;3;3;3;2;2;3;2;2;3;4;2;4;4;2;2;2;2;5;2;3;2;2;3;4;4;3;4;4;3;3;5;3;4;3;4;3;3;3;4;4;3;3;4;3;5;3;4;4;5;1;5;5;5;5;1;8;8;0;5;0;"alta";36
"494";2032;"Lourdes";2;2;4;5;3;3;3;4;3;2;2;2;2;3;2;1;1;1;3;2;3;3;4;1;1;2;2;5;3;4;3;4;4;3;4;3;4;4;3;3;4;3;5;5;3;4;4;4;3;4;4;3;2;2;4;5;5;5;5;1;5;5;0;4;0;"media";36
"495";2034;"Lourdes";2;2;4;5;3;4;3;3;3;5;5;5;3;3;3;2;4;4;3;3;4;3;4;3;2;3;3;4;4;5;3;3;4;2;5;5;3;4;4;4;4;3;1;3;3;4;4;4;4;4;3;2;3;4;2;1;1;1;2;1;6;6;0;4;0;"media";36
"496";2035;"Lourdes";1;2;3;2;3;2;2;3;2;2;2;2;3;4;2;2;2;3;3;3;3;3;3;2;2;3;2;3;3;2;2;4;2;3;3;3;4;3;3;3;4;3;4;3;3;5;4;3;4;4;3;4;3;3;2;5;5;5;5;1;5;5;0;5;0;"alta";36
"497";2036;"Lourdes";1;1;3;4;2;2;2;3;2;3;3;3;3;4;3;2;2;2;2;1;2;2;3;2;1;3;2;4;3;3;2;3;3;3;3;2;4;4;4;3;3;2;4;4;2;5;5;3;4;3;5;4;3;3;1;2;2;2;2;1;1;1;0;4;0;"media";36
"498";2037;"Lourdes";2;3;4;3;3;3;3;3;3;5;4;5;3;4;4;2;4;3;3;3;3;3;4;4;3;4;4;5;5;5;4;3;4;2;4;4;4;5;3;4;4;4;2;3;3;4;4;4;4;4;3;2;4;2;2;2;2;2;2;1;7;7;0;5;0;"alta";36
"499";2038;"Lourdes";2;1;2;3;3;2;2;3;4;2;2;2;2;5;3;2;4;4;2;2;2;1;3;2;2;3;2;3;5;5;1;5;3;2;5;5;3;4;2;5;5;4;3;5;4;5;5;3;5;5;3;5;3;5;5;5;5;5;5;2;7;7;0;5;0;"alta";36
"500";2039;"Lourdes";3;3;3;5;4;4;4;3;3;5;4;5;3;3;4;4;4;5;4;5;4;3;3;3;4;3;4;5;5;5;2;3;2;4;4;5;4;4;3;4;4;3;3;4;5;5;4;5;3;2;3;3;4;3;1;2;2;2;2;1;5;5;0;4;0;"media";36
"501";2040;"Lourdes";2;1;5;3;5;2;1;3;3;3;3;2;2;5;4;1;3;3;1;1;3;2;3;3;1;2;2;5;2;5;1;3;2;1;5;3;3;3;3;5;5;5;3;5;3;4;5;2;5;4;5;4;2;3;3;5;5;4;4;1;5;5;0;3;0;"media";36
"502";703;"Mae de Deus";1;1;2;4;4;5;4;3;1;5;4;5;3;2;2;1;1;5;5;5;5;2;1;2;1;2;5;5;5;5;2;1;1;1;2;5;1;1;1;5;4;5;5;5;2;1;2;3;5;4;5;4;4;1;1;5;4;1;2;1;5;5;0;4;0;"media";37
"503";726;"Mae de Deus";5;1;5;3;2;1;1;1;5;5;2;5;1;1;2;1;2;5;5;3;5;2;1;2;1;3;5;5;5;5;2;1;2;1;2;5;5;5;1;5;4;1;4;3;5;5;5;5;4;3;4;3;2;5;1;5;5;5;5;1;5;5;0;4;0;"media";37
"504";801;"Mae de Deus";5;1;3;4;5;5;4;5;4;1;2;1;2;5;4;4;5;2;1;1;2;2;4;5;4;5;1;1;1;2;2;4;5;4;5;1;1;2;2;5;5;4;4;5;1;5;5;5;3;2;1;2;1;5;1;3;3;3;3;1;8;8;0;2;0;"baixa";37
"505";809;"Mae de Deus";1;1;2;3;3;4;3;5;2;3;1;2;3;4;5;2;5;3;3;1;2;2;4;5;3;5;2;3;1;1;3;3;4;3;5;2;1;1;2;5;5;5;4;3;1;1;1;1;4;5;5;4;4;2;1;5;5;5;5;2;3;3;0;4;0;"media";37
"506";810;"Mae de Deus";5;4;5;3;2;1;2;2;5;5;5;4;1;2;1;1;3;5;5;5;5;1;2;1;2;3;5;5;4;5;1;1;1;1;3;5;5;5;4;4;1;1;2;3;5;5;5;5;4;1;1;1;2;5;1;5;5;5;5;2;1;1;0;4;0;"media";37
"507";811;"Mae de Deus";5;4;5;3;2;1;2;1;4;1;2;3;2;3;4;5;5;2;1;1;3;3;4;5;4;5;2;1;2;2;3;4;5;5;5;2;5;5;4;3;3;3;1;2;5;5;5;5;3;2;1;1;1;5;1;2;3;2;3;2;4;4;0;3;0;"media";37
"508";812;"Mae de Deus";1;1;2;3;3;4;4;4;2;2;1;1;2;4;5;4;5;2;2;1;1;3;5;5;4;4;2;2;1;1;2;5;4;4;5;1;5;5;4;3;3;3;2;2;4;5;5;5;4;3;2;1;2;5;1;3;4;4;3;1;1;1;0;4;0;"media";37
"509";813;"Mae de Deus";5;4;5;3;2;3;2;3;4;4;5;4;1;1;2;2;1;5;5;5;5;2;1;2;2;3;5;5;5;4;1;1;2;2;4;1;1;2;1;3;5;4;5;4;1;2;1;2;4;4;5;4;5;2;1;5;5;5;5;1;6;6;0;4;0;"media";37
"510";821;"Mae de Deus";4;4;4;4;4;5;5;5;1;5;5;5;5;5;5;5;5;1;3;3;3;3;3;3;3;3;1;4;4;2;2;2;2;3;2;1;2;2;2;5;2;2;2;2;1;1;1;1;5;1;1;1;1;1;1;5;5;5;5;1;5;5;0;5;0;"alta";37
"511";833;"Mae de Deus";5;2;5;2;1;2;1;1;5;1;2;3;4;5;4;3;4;1;1;2;3;3;4;4;4;5;2;1;2;3;3;5;4;3;5;1;5;5;5;3;2;3;2;3;5;5;5;5;3;1;1;2;2;5;1;3;3;3;3;2;1;1;0;3;1;"media";37
"512";851;"Mae de Deus";1;1;2;4;4;5;5;4;2;5;4;4;3;2;3;1;2;5;4;5;5;3;2;2;1;1;5;5;5;5;1;2;3;2;1;5;1;2;1;5;4;5;5;4;1;5;4;5;3;2;1;2;3;5;1;5;5;3;5;1;5;5;0;2;0;"baixa";37
"513";852;"Mae de Deus";5;4;5;3;2;1;2;1;4;1;2;1;2;3;4;5;4;2;1;1;1;1;3;4;5;4;5;3;2;1;1;3;4;4;5;5;2;5;5;4;1;2;1;2;4;5;5;5;1;2;1;1;2;4;1;3;4;3;4;1;5;5;0;4;0;"media";37
"514";853;"Mae de Deus";5;3;5;2;2;3;2;3;4;5;4;5;3;3;3;1;3;5;5;5;4;4;2;3;1;2;5;5;5;4;4;2;3;1;3;5;4;3;2;1;1;1;2;2;4;5;5;4;1;2;2;1;2;4;1;3;4;5;2;1;4;4;0;4;0;"media";37
"515";214;"Maria Eugenia";1;1;5;1;1;1;1;1;5;5;5;1;1;1;1;1;5;1;5;5;1;1;1;1;1;1;1;3;3;1;1;1;5;1;1;1;3;3;1;1;1;5;1;1;1;5;5;5;5;1;1;3;5;1;1;5;1;1;1;2;1;1;0;3;1;"media";38
"516";215;"Maria Eugenia";5;5;3;1;1;5;5;5;5;5;5;1;5;5;5;5;5;1;5;5;1;1;1;5;5;5;1;5;5;1;5;5;5;5;5;1;5;5;1;1;1;1;5;5;1;5;5;1;3;3;1;5;5;1;1;4;2;1;4;2;4;4;0;3;1;"media";38
"517";339;"Maria Eugenia";5;5;2;3;2;2;1;1;3;5;5;2;1;2;2;1;1;3;5;5;2;1;2;2;1;3;5;5;5;2;1;1;1;1;5;3;1;1;1;2;3;3;1;2;3;1;1;4;5;3;3;1;1;3;1;2;2;2;1;2;5;5;0;5;1;"alta";38
"518";358;"Maria Eugenia";4;4;4;2;1;2;2;1;1;5;5;5;1;1;1;1;4;4;5;5;2;1;2;1;1;1;1;5;5;3;1;1;1;1;1;1;3;2;1;2;2;1;1;1;1;3;3;3;3;2;2;2;3;1;1;5;5;1;1;1;7;7;0;5;0;"alta";38
"519";383;"Maria Eugenia";5;5;3;3;2;2;1;1;3;5;5;5;1;2;2;1;1;3;5;5;5;1;2;2;1;1;3;5;5;5;1;1;1;1;1;3;1;1;1;1;1;1;3;5;1;5;5;3;5;3;1;1;1;3;1;5;5;5;5;2;6;6;0;4;0;"media";38
"520";391;"Maria Eugenia";1;1;1;3;2;1;1;1;1;5;5;5;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;5;5;5;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;2;5;5;0;3;4;"media";38
"521";433;"Maria Eugenia";1;1;2;2;4;2;1;2;1;3;2;2;2;4;2;1;3;3;1;1;2;1;2;2;1;2;2;2;2;4;2;3;2;1;4;3;2;2;3;4;4;4;2;5;2;3;4;2;5;4;3;4;5;3;1;4;4;4;4;1;6;6;0;5;0;"alta";38
"522";505;"Maria Eugenia";2;1;3;2;3;2;1;2;2;3;3;2;2;3;2;1;3;3;1;2;2;1;2;1;1;2;1;3;3;3;1;2;1;1;3;3;3;2;3;5;3;4;3;5;2;4;3;3;5;3;3;2;2;2;3;5;4;4;4;2;6;6;0;4;0;"media";38
"523";531;"Maria Eugenia";1;1;1;3;3;3;2;4;1;2;1;2;2;3;4;3;5;1;1;1;1;1;3;3;2;3;1;3;2;2;1;2;3;1;3;3;3;2;2;4;5;5;4;5;2;3;2;2;5;5;5;5;5;2;1;4;4;4;4;1;1;1;0;5;0;"alta";38
"524";532;"Maria Eugenia";2;1;2;3;2;2;1;3;2;2;3;2;2;3;2;2;4;3;1;2;1;2;2;2;1;2;2;2;4;2;2;3;1;1;4;4;2;3;3;3;4;3;3;5;3;3;4;4;3;3;2;4;4;2;2;3;3;4;4;2;5;5;0;4;0;"media";38
"525";533;"Maria Eugenia";2;1;2;1;2;2;2;2;2;3;3;3;1;3;1;1;5;2;1;1;2;1;2;2;2;2;1;3;4;5;1;2;2;1;3;3;3;3;3;4;3;5;2;5;2;4;3;2;5;3;5;4;2;2;1;2;1;2;2;1;1;1;0;4;0;"media";38
"526";535;"Maria Eugenia";1;1;1;2;3;2;1;2;2;2;2;1;2;3;2;2;4;2;1;1;1;1;2;2;1;2;1;3;3;4;2;2;2;1;3;3;2;3;2;5;5;4;3;5;2;3;3;2;5;4;3;3;3;3;1;5;4;5;3;2;7;7;0;4;0;"media";38
"527";536;"Maria Eugenia";2;1;2;2;2;1;1;1;2;2;3;1;2;2;2;2;3;2;2;2;2;1;2;1;1;1;2;4;4;5;2;2;2;1;3;4;3;4;3;4;3;5;3;5;3;4;4;3;5;3;3;3;3;2;2;4;4;4;4;2;1;1;0;5;0;"alta";38
"528";580;"Maria Eugenia";1;1;2;2;2;3;3;3;2;1;2;1;2;3;3;3;3;1;1;1;1;1;2;3;3;2;1;2;2;3;1;3;2;2;2;2;1;2;1;4;4;5;3;5;3;1;3;2;5;4;3;4;4;3;1;4;5;4;3;1;6;6;0;5;0;"alta";38
"529";341;"Monte Carmelo";1;5;3;3;3;3;2;5;1;5;5;4;5;2;5;2;5;5;5;5;5;2;3;2;2;4;3;5;3;4;2;2;2;2;5;5;3;2;1;3;3;5;2;4;1;3;3;1;5;1;5;5;5;1;2;1;2;2;2;2;1;1;0;4;0;"media";39
"530";788;"Monte Carmelo";5;1;5;2;2;2;1;1;1;5;4;4;2;5;5;5;5;1;4;4;5;4;2;2;1;1;1;5;5;5;2;2;2;5;2;5;3;3;2;2;2;2;5;5;1;5;5;5;5;2;1;1;1;1;1;1;1;1;1;1;4;4;0;4;0;"media";39
"531";795;"Monte Carmelo";3;3;2;2;2;1;2;2;2;3;3;1;1;2;1;2;2;2;2;3;1;1;2;1;2;1;2;3;3;1;4;2;2;2;2;1;2;2;1;2;1;2;1;1;3;3;3;3;2;1;2;1;3;1;1;1;1;1;1;2;4;4;0;2;0;"baixa";39
"532";2256;"Morada do Acampamento";1;1;5;3;1;1;1;3;1;5;5;5;3;1;1;1;1;3;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;2;1;1;3;1;1;1;5;1;1;5;1;5;3;3;3;3;1;1;5;4;3;5;2;6;6;0;5;0;"alta";40
"533";2257;"Morada do Acampamento";5;5;5;3;3;1;1;1;1;5;5;5;1;1;1;1;1;5;5;5;5;3;3;3;3;1;1;5;5;5;1;3;3;3;3;4;5;5;1;3;5;3;3;3;4;5;5;5;2;1;1;1;1;5;1;5;5;3;2;1;8;8;0;5;0;"alta";40
"534";2281;"Morada do Acampamento";5;4;4;5;4;4;5;5;2;5;3;5;2;5;4;5;4;2;5;3;5;4;5;4;5;3;2;5;2;3;5;4;4;5;4;3;5;4;5;5;4;4;5;5;2;5;4;4;4;5;4;5;3;2;1;2;2;1;1;2;1;1;0;5;0;"alta";40
"535";2282;"Morada do Acampamento";5;4;5;5;4;5;5;4;5;5;5;5;5;4;5;4;4;5;5;3;5;5;3;5;3;4;5;4;5;5;5;4;5;4;4;5;5;4;5;5;4;5;4;4;5;4;3;5;5;4;5;4;4;5;1;4;4;3;2;2;7;7;0;5;0;"alta";40
"536";2291;"Morada do Acampamento";5;5;5;5;1;1;1;3;1;5;5;1;1;3;1;3;1;4;5;5;1;1;1;1;1;1;1;5;5;1;1;1;1;1;3;1;5;5;1;5;5;5;5;5;1;5;5;3;5;1;1;1;1;1;1;5;4;3;4;1;5;5;0;5;0;"alta";40
"537";2306;"Morada do Acampamento";3;3;5;3;1;1;1;1;1;5;5;5;1;1;1;1;1;5;1;5;1;3;5;1;1;1;1;5;5;1;1;1;1;1;5;1;1;1;1;1;1;1;1;3;1;5;5;5;3;1;1;1;3;5;1;5;1;1;1;2;7;7;0;5;3;"alta";40
"538";1024;"Morada do vale";1;1;5;1;1;1;2;1;1;5;5;5;1;1;1;1;1;3;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;1;1;3;5;5;5;3;5;5;3;5;1;5;5;5;5;5;5;3;1;3;5;5;5;5;2;1;8;8;0;5;0;"alta";41
"539";1026;"Morada do vale";5;1;4;3;1;1;3;1;1;5;5;5;1;1;3;1;1;5;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;1;1;5;3;3;5;3;5;1;5;5;5;4;1;3;1;1;5;5;5;5;5;5;1;7;7;0;5;2;"alta";41
"540";1027;"Morada do vale";5;1;5;1;1;1;1;1;1;5;5;1;1;1;1;3;1;1;3;3;3;1;1;1;1;3;1;5;5;5;1;3;3;3;1;1;5;5;1;3;3;5;3;3;3;2;1;5;5;1;3;1;1;1;3;2;5;2;2;1;5;5;0;5;0;"alta";41
"541";1029;"Morada do vale";1;1;3;3;1;1;1;1;1;5;5;1;1;1;1;1;1;3;1;3;3;3;2;1;1;1;4;5;5;4;1;1;1;2;5;4;2;2;1;3;5;5;5;5;1;5;5;5;5;5;1;5;1;1;2;1;5;2;2;2;5;5;0;5;2;"alta";41
"542";1030;"Morada do vale";5;1;1;5;1;1;1;1;1;5;5;5;1;1;1;1;5;3;5;5;1;5;1;1;1;1;1;5;1;1;1;1;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;2;5;5;5;5;1;4;4;0;3;0;"media";41
"543";2070;"Morada do vale";1;1;1;5;3;1;1;1;1;5;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;5;5;1;1;1;1;1;3;5;1;1;1;3;3;3;1;1;1;1;1;1;5;5;5;5;3;1;1;2;5;5;5;2;1;1;0;5;0;"alta";41
"544";2072;"Morada do vale";5;1;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;4;5;5;5;3;1;1;3;5;5;5;5;5;3;1;3;2;1;3;5;5;1;5;1;1;3;1;1;1;2;2;5;2;2;1;1;0;4;0;"media";41
"545";2073;"Morada do vale";1;3;5;3;1;3;3;1;1;5;5;4;3;1;1;1;1;3;5;5;4;3;3;3;2;1;1;5;5;5;1;1;3;3;5;3;1;1;1;3;5;3;1;3;1;1;3;1;3;1;1;4;1;1;3;5;5;1;5;1;7;7;0;2;1;"baixa";41
